userName,content,score,date,thumbsUpCount
U70006,kurang memuaskan,1,2022-09-01T01:50:00,14
U6122,top deh pokoknya bagus,5,2022-01-22T06:10:00,1
U71451,saya benci aplikasi ini jelek,2,2022-09-06T02:15:00,15
U76198,buruk sekali sering macet,2,2022-09-22T13:50:00,20
U48480,selalu macet,2,2022-06-18T08:00:00,25
U43112,gak oke,2,2022-05-30T16:40:00,1
U68818,buruk sekali,2,2022-08-27T22:50:00,0
U96907,lambat tapi tampilannya keren,3,2022-12-03T11:35:00,2
U2093,luar biasa,5,2022-01-08T06:25:00,5
U97840,oke lah,3,2022-12-06T17:20:00,1
U70890,buruk sekali sering macet,2,2022-09-04T03:30:00,16
U50424,lemot sekali,2,2022-06-25T02:00:00,1
U54573,kurang lancar,1,2022-07-09T11:45:00,23
U63453,aplikasi payah,2,2022-08-09T07:45:00,19
U24221,mudah banget,4,2022-03-26T02:25:00,4
U85140,standar lah,3,2022-10-23T15:00:00,1
U11272,sangat oke,5,2022-02-09T03:20:00,8
U18977,aplikasi keren,4,2022-03-07T21:25:00,13
U40914,parah,2,2022-05-23T01:30:00,21
U84843,aplikasi cukup oke,3,2022-10-22T14:15:00,0
U81785,cukup oke,3,2022-10-11T23:25:00,0
U87410,tidak istimewa,3,2022-10-31T12:10:00,4
U31642,aplikasi hebat,5,2022-04-20T20:50:00,11
U53799,selalu gagal,1,2022-07-06T19:15:00,21
U72606,sampah,1,2022-09-10T02:30:00,21
U58234,sangat hancur,2,2022-07-22T04:50:00,7
U96610,lambat tapi tampilannya keren,3,2022-12-02T10:50:00,5
U34666,sangat luar biasa,4,2022-05-01T08:50:00,5
U84740,tampilannya bagus tapi fiturnya kurang,3,2022-10-22T05:40:00,4
U70227,lemot sekali,2,2022-09-01T20:15:00,19
U31636,fitur mantap,4,2022-04-20T20:20:00,5
U66247,fitur payah,2,2022-08-19T00:35:00,22
U37300,cepat,4,2022-05-10T12:20:00,5
U87416,jelek tapi cepat,3,2022-10-31T12:40:00,2
U46986,bukan aplikasi bagus,1,2022-06-13T03:30:00,8
U49209,jelek,2,2022-06-20T20:45:00,13
U15727,cepat sekali,4,2022-02-24T14:35:00,4
U675,pelayanan cepat,5,2022-01-03T08:15:00,15
U91419,cukup oke tapi bisa ditingkatkan lagi,3,2022-11-14T10:15:00,2
U76191,hancur sekali,2,2022-09-22T13:15:00,24
U21716,memuaskan,4,2022-03-17T09:40:00,11
U38829,memuaskan sekali,4,2022-05-15T19:45:00,10
U54100,kecewa,2,2022-07-07T20:20:00,22
U25681,tampilannya bagus fiturnya lengkap,4,2022-03-31T04:05:00,15
U28003,terbaik,5,2022-04-08T05:35:00,6
U62850,aplikasi terburuk yang pernah saya pakai,1,2022-08-07T05:30:00,7
U77368,tidak bagus,2,2022-09-26T15:20:00,8
U98535,lumayan lah untuk ukuran aplikasi gratis,3,2022-12-09T03:15:00,4
U80636,standar lah,3,2022-10-07T23:40:00,1
U11108,cepat,5,2022-02-08T13:40:00,4
U98949,tampilannya bagus tapi fiturnya kurang,3,2022-12-10T13:45:00,3
U13817,sangat cepat,4,2022-02-17T23:25:00,12
U94631,aplikasi ini biasa saja tidak ada yang spesial,3,2022-11-25T13:55:00,0
U1721,gak ribet,4,2022-01-06T23:25:00,2
U13815,aplikasi mantap,4,2022-02-17T23:15:00,4
U30499,bagus sekali,4,2022-04-16T21:35:00,5
U53613,payah banget,2,2022-07-06T03:45:00,24
U35553,luar biasa,4,2022-05-04T10:45:00,8
U48498,aplikasi ini jelek,2,2022-06-18T09:30:00,2
U6997,oke banget,4,2022-01-25T07:05:00,4
U94480,lambat tapi tampilannya keren,3,2022-11-25T01:20:00,5
U14598,gak error,4,2022-02-20T16:30:00,4
U31621,puas pakai aplikasi ini mantap,4,2022-04-20T19:05:00,10
U488,sangat cepat,5,2022-01-02T16:40:00,14
U88155,tidak ada yang istimewa dari aplikasi ini,3,2022-11-03T02:15:00,2
U33042,sangat hebat,4,2022-04-25T17:30:00,5
U75439,jelek banget aplikasinya error terus,1,2022-09-19T22:35:00,10
U82781,jelek tapi masih bisa dipakai,3,2022-10-15T10:25:00,4
U2080,keren abis fiturnya lengkap,4,2022-01-08T05:20:00,3
U75328,tolong perbaiki error terus,2,2022-09-19T13:20:00,19
U34265,saya suka aplikasi ini bagus,4,2022-04-29T23:25:00,3
U5398,tidak pernah error sangat lancar,5,2022-01-19T17:50:00,13
U65778,gak keren,1,2022-08-17T09:30:00,10
U43328,ribet banget,1,2022-05-31T10:40:00,1
U36028,tanpa masalah,5,2022-05-06T02:20:00,4
U62799,jelek dan lambat saya benci,2,2022-08-07T01:15:00,14
U28704,terbaik,5,2022-04-10T16:00:00,3
U37350,tidak lemot,4,2022-05-10T16:30:00,11
U98894,lumayan sih,3,2022-12-10T09:10:00,2
U8564,hebat,5,2022-01-30T17:40:00,10
U71781,selalu gagal,1,2022-09-07T05:45:00,3
U86700,lumayan,3,2022-10-29T01:00:00,2
U87941,sedang,3,2022-11-02T08:25:00,1
U17315,keren,5,2022-03-02T02:55:00,5
U58800,pelayanan jelek,2,2022-07-24T04:00:00,15
U10890,oke,4,2022-02-07T19:30:00,12
U90758,biasa saja,3,2022-11-12T03:10:00,3
U12654,sangat sempurna,5,2022-02-13T22:30:00,12
U88615,mudah dipakai tapi sering crash,3,2022-11-04T16:35:00,2
U39785,mantap,5,2022-05-19T03:25:00,0
U34431,pelayanan memuaskan,5,2022-04-30T13:15:00,2
U63072,tidak recommended,1,2022-08-08T00:00:00,22
U50297,selalu gagal,1,2022-06-24T15:25:00,1
U46199,gak lancar,1,2022-06-10T09:55:00,25
U35304,sangat bagus,4,2022-05-03T14:00:00,8
U49177,aplikasi ini buruk,1,2022-06-20T18:05:00,24
U15575,tidak lemot,5,2022-02-24T01:55:00,4
U9194,sama sekali tidak buruk,4,2022-02-01T22:10:00,10
U9584,tidak lemot,5,2022-02-03T06:40:00,3
U44883,parah banget,1,2022-06-05T20:15:00,19
U7757,aplikasi sempurna,5,2022-01-27T22:25:00,10
U43880,sama sekali tidak bagus,1,2022-06-02T08:40:00,20
U76365,bintang satu untuk aplikasi ini,1,2022-09-23T03:45:00,7
U34300,sangat sempurna,5,2022-04-30T02:20:00,7
U23885,rekomendasi banget aplikasinya bagus,5,2022-03-24T22:25:00,14
U44526,hancur,1,2022-06-04T14:30:00,20
U50766,lemot banget,1,2022-06-26T06:30:00,11
U28080,keren banget,4,2022-04-08T12:00:00,0
U37961,bagus banget,5,2022-05-12T19:25:00,10
U2486,mantap banget,5,2022-01-09T15:10:00,11
U43592,sangat hancur,1,2022-06-01T08:40:00,17
U18069,hebat,5,2022-03-04T17:45:00,0
U43274,sangat hancur,2,2022-05-31T06:10:00,2
U75836,aplikasi lambat,1,2022-09-21T07:40:00,7
U87922,bagus tapi kurang fitur,3,2022-11-02T06:50:00,4
U21813,top,4,2022-03-17T17:45:00,15
U3739,tidak lemot,5,2022-01-13T23:35:00,0
U89314,satu sisi bagus satu sisi jelek,3,2022-11-07T02:50:00,0
U34363,gak error,5,2022-04-30T07:35:00,12
U28579,aplikasi hebat,5,2022-04-10T05:35:00,13
U32438,tidak mengecewakan,4,2022-04-23T15:10:00,8
U86982,standar,3,2022-10-30T00:30:00,0
U76213,transfer gagal terus dan lambat,1,2022-09-22T15:05:00,17
U2054,sangat hebat,4,2022-01-08T03:10:00,10
U54297,hancur sekali,2,2022-07-08T12:45:00,16
U6827,mantap sekali,5,2022-01-24T16:55:00,3
U15065,sangat puas,4,2022-02-22T07:25:00,0
U20599,tanpa masalah,5,2022-03-13T12:35:00,9
U9954,memuaskan sekali,5,2022-02-04T13:30:00,9
U63901,kurang oke,2,2022-08-10T21:05:00,8
U72418,kecewa pakai aplikasi ini payah,1,2022-09-09T10:50:00,23
U87295,biasa saja,3,2022-10-31T02:35:00,5
U62996,lambat,1,2022-08-07T17:40:00,3
U39937,tidak pernah error,5,2022-05-19T16:05:00,3
U59494,pelayanan lambat,2,2022-07-26T13:50:00,11
U7688,aplikasi terbaik,4,2022-01-27T16:40:00,6
U37119,gak ribet,4,2022-05-09T21:15:00,12
U55406,kecewa,2,2022-07-12T09:10:00,24
U4813,saya suka aplikasi ini bagus,4,2022-01-17T17:05:00,0
U98487,bagus sih tapi kadang error,3,2022-12-08T23:15:00,1
U90091,biasa aja,3,2022-11-09T19:35:00,2
U70788,tolong perbaiki error terus,2,2022-09-03T19:00:00,24
U34013,rekomendasi banget aplikasinya bagus,5,2022-04-29T02:25:00,3
U97790,cukup,3,2022-12-06T13:10:00,1
U56110,aplikasi sampah,1,2022-07-14T19:50:00,8
U16765,bagus sekali,5,2022-02-28T05:05:00,11
U86257,lumayan lah untuk ukuran aplikasi gratis,3,2022-10-27T12:05:00,2
U14978,tidak pernah error sangat lancar,4,2022-02-22T00:10:00,1
U52359,kurang lancar,2,2022-07-01T19:15:00,22
U99314,lumayan lah,3,2022-12-11T20:10:00,2
U48626,fitur buruk,1,2022-06-18T20:10:00,5
U89308,aplikasi cukup oke,3,2022-11-07T02:20:00,5
U53506,ribet banget,2,2022-07-05T18:50:00,11
U90713,fitur lumayan,3,2022-11-11T23:25:00,4
U18653,sangat berguna membantu sekali,4,2022-03-06T18:25:00,11
U35606,sempurna,4,2022-05-04T15:10:00,6
U10453,sangat hebat,5,2022-02-06T07:05:00,9
U18110,sempurna sekali,4,2022-03-04T21:10:00,7
U75934,sangat lemot,1,2022-09-21T15:50:00,25
U87468,tidak keren tapi lancar,3,2022-10-31T17:00:00,5
U21369,pelayanan memuaskan,5,2022-03-16T04:45:00,5
U63617,saya benci aplikasi ini jelek,1,2022-08-09T21:25:00,5
U39367,aplikasi sempurna,4,2022-05-17T16:35:00,12
U78704,tidak keren,1,2022-10-01T06:40:00,1
U67632,tidak puas,2,2022-08-23T20:00:00,17
U29948,saya sangat puas dengan aplikasi ini,4,2022-04-14T23:40:00,10
U98236,biasa,3,2022-12-08T02:20:00,0
U58839,tampilannya jelek,2,2022-07-24T07:15:00,17
U56209,fitur payah,2,2022-07-15T04:05:00,7
U94340,kurang memuaskan tapi masih bisa dipakai,3,2022-11-24T13:40:00,4
U31899,fitur keren,5,2022-04-21T18:15:00,12
U47145,tampilannya jelek,2,2022-06-13T16:45:00,12
U10246,sama sekali tidak buruk,4,2022-02-05T13:50:00,12
U68520,error,2,2022-08-26T22:00:00,17
U43496,tampilannya jelek,2,2022-06-01T00:40:00,23
U23726,aplikasi sempurna,4,2022-03-24T09:10:00,10
U70366,jelek,1,2022-09-02T07:50:00,11
U93264,bagus tapi sering lemot,3,2022-11-20T20:00:00,3
U8846,tidak jelek,4,2022-01-31T17:10:00,8
U8732,gak ada masalah,4,2022-01-31T07:40:00,9
U72757,tampilannya buruk,1,2022-09-10T15:05:00,8
U44081,buruk banget,1,2022-06-03T01:25:00,4
U29202,tidak jelek,5,2022-04-12T09:30:00,4
U51580,gak keren,1,2022-06-29T02:20:00,10
U96504,aplikasi cukup oke,3,2022-12-02T02:00:00,0
U61605,gak keren,1,2022-08-02T21:45:00,14
U92409,sedang,3,2022-11-17T20:45:00,5
U49983,jelek sekali,2,2022-06-23T13:15:00,18
U96502,standar saja,3,2022-12-02T01:50:00,4
U28293,bagus dan cepat saya suka,4,2022-04-09T05:45:00,12
U86258,lumayan lah,3,2022-10-27T12:10:00,4
U14493,sempurna sekali,4,2022-02-20T07:45:00,0
U26883,gak lemot,5,2022-04-04T08:15:00,12
U41912,aplikasi yang jelek,2,2022-05-26T12:40:00,5
U74980,tidak lancar,1,2022-09-18T08:20:00,12
U58631,tampilannya jelek,2,2022-07-23T13:55:00,4
U60568,sangat mengecewakan dan susah dipakai,1,2022-07-30T07:20:00,12
U53365,transfer gagal terus dan lambat,2,2022-07-05T07:05:00,23
U47384,bukan aplikasi bagus,2,2022-06-14T12:40:00,9
U45500,selalu error sangat lambat,2,2022-06-07T23:40:00,0
U15390,gak error,4,2022-02-23T10:30:00,10
U15506,top markotop,5,2022-02-23T20:10:00,5
U24276,top markotop,4,2022-03-26T07:00:00,14
U26739,mantap banget,5,2022-04-03T20:15:00,1
U23348,aplikasi keren,5,2022-03-23T01:40:00,4
U3297,sangat keren,5,2022-01-12T10:45:00,13
U73718,selalu gagal,2,2022-09-13T23:10:00,16
U4908,tidak jelek,4,2022-01-18T01:00:00,5
U96342,lumayan sih,3,2022-12-01T12:30:00,2
U53051,susah digunakan dan sering error,1,2022-07-04T04:55:00,15
U77359,kurang sempurna,1,2022-09-26T14:35:00,8
U30150,sangat membantu dan mudah dipakai,4,2022-04-15T16:30:00,13
U75310,banyak error,1,2022-09-19T11:50:00,2
U90522,bagus sih tapi kadang error,3,2022-11-11T07:30:00,3
U60842,buruk banget,1,2022-07-31T06:10:00,7
U22945,keren sekali,4,2022-03-21T16:05:00,0
U45630,lambat sekali,2,2022-06-08T10:30:00,11
U10977,pelayanan bagus,4,2022-02-08T02:45:00,15
U18745,bagus sekali,5,2022-03-07T02:05:00,2
U24309,fitur mantap,5,2022-03-26T09:45:00,0
U92872,ada kelebihan ada kekurangan,3,2022-11-19T11:20:00,2
U49662,sama sekali tidak bagus,1,2022-06-22T10:30:00,23
U64933,pelayanan jelek,2,2022-08-14T11:05:00,22
U66049,fitur jelek,2,2022-08-18T08:05:00,20
U79000,kecewa,1,2022-10-02T07:20:00,22
U29494,tampilannya mantap,5,2022-04-13T09:50:00,4
U91456,kurang memuaskan tapi masih bisa dipakai,3,2022-11-14T13:20:00,4
U93934,sering error tapi fiturnya bagus,3,2022-11-23T03:50:00,5
U16492,mudah banget,5,2022-02-27T06:20:00,0
U68137,pelayanan jelek,1,2022-08-25T14:05:00,10
U30386,mantap jiwa aplikasinya sempurna,5,2022-04-16T12:10:00,8
U84136,cukup oke tapi bisa ditingkatkan lagi,3,2022-10-20T03:20:00,1
U9340,fitur mantap,5,2022-02-02T10:20:00,14
U74940,sangat kecewa,1,2022-09-18T05:00:00,22
U64406,jelek sekali,1,2022-08-12T15:10:00,25
U26465,sempurna sekali,4,2022-04-02T21:25:00,5
U81742,standar seperti aplikasi lainnya,3,2022-10-11T19:50:00,5
U15306,bagus dan cepat saya suka,5,2022-02-23T03:30:00,0
U80877,standar seperti aplikasi lainnya,3,2022-10-08T19:45:00,1
U77324,kecewa,1,2022-09-26T11:40:00,1
U15198,puas banget,4,2022-02-22T18:30:00,14
U7369,bagus dan cepat saya suka,5,2022-01-26T14:05:00,9
U45787,kecewa pakai aplikasi ini payah,1,2022-06-08T23:35:00,11
U83301,standar lah,3,2022-10-17T05:45:00,4
U73416,sering error,2,2022-09-12T22:00:00,25
U6072,aplikasi terbaik,5,2022-01-22T02:00:00,6
U36688,tidak ribet,4,2022-05-08T09:20:00,4
U69558,sering gagal,2,2022-08-30T12:30:00,6
U49745,buruk,2,2022-06-22T17:25:00,14
U12702,sama sekali tidak buruk,5,2022-02-14T02:30:00,9
U5842,mantap,4,2022-01-21T06:50:00,6
U43557,gak lancar,2,2022-06-01T05:45:00,21
U72163,macet,1,2022-09-08T13:35:00,23
U52465,sangat lambat,2,2022-07-02T04:05:00,1
U56068,lemot banget,1,2022-07-14T16:20:00,13
U16397,sangat cepat,4,2022-02-26T22:25:00,6
U6723,sangat cepat,4,2022-01-24T08:15:00,13
U97396,bagus tapi sering lemot,3,2022-12-05T04:20:00,0
U82417,so so,3,2022-10-14T04:05:00,0
U65237,gak lancar,2,2022-08-15T12:25:00,0
U45414,kurang puas,2,2022-06-07T16:30:00,24
U98364,cukup oke,3,2022-12-08T13:00:00,0
U92200,tampilannya bagus tapi fiturnya kurang,3,2022-11-17T03:20:00,5
U50308,aplikasi lemot,1,2022-06-24T16:20:00,18
U18529,sangat sempurna,5,2022-03-06T08:05:00,11
U44898,selalu error sangat lambat,2,2022-06-05T21:30:00,13
U89398,aplikasi lumayan,3,2022-11-07T09:50:00,2
U31637,fitur lengkap,4,2022-04-20T20:25:00,5
U64508,tidak mantap,1,2022-08-12T23:40:00,16
U83783,aplikasi biasa saja,3,2022-10-18T21:55:00,0
U35237,tidak lambat,5,2022-05-03T08:25:00,10
U73114,jelek banget aplikasinya error terus,2,2022-09-11T20:50:00,16
U67706,gak oke,1,2022-08-24T02:10:00,21
U76037,lambat,2,2022-09-22T00:25:00,8
U36778,mudah banget,4,2022-05-08T16:50:00,12
U77407,saya benci aplikasi ini jelek,1,2022-09-26T18:35:00,11
U58106,parah aplikasinya payah sekali,2,2022-07-21T18:10:00,17
U84768,mantap tapi kadang error,3,2022-10-22T08:00:00,0
U20956,memuaskan sekali,5,2022-03-14T18:20:00,11
U12361,mantap,5,2022-02-12T22:05:00,7
U97860,aplikasi ini biasa aja,3,2022-12-06T19:00:00,1
U59393,payah,1,2022-07-26T05:25:00,23
U68841,kurang puas,1,2022-08-28T00:45:00,1
U45861,buruk,2,2022-06-09T05:45:00,18
U66584,aplikasi error,1,2022-08-20T04:40:00,5
U8490,aplikasi bagus banget,5,2022-01-30T11:30:00,9
U3396,gak lemot,4,2022-01-12T19:00:00,0
U13521,top banget,5,2022-02-16T22:45:00,8
U5320,mantap sekali,5,2022-01-19T11:20:00,11
U79638,sangat jelek,2,2022-10-04T12:30:00,13
U48150,aplikasi ini sangat jelek dan lambat,2,2022-06-17T04:30:00,1
U54121,tidak puas,2,2022-07-07T22:05:00,24
U43885,ribet,2,2022-06-02T09:05:00,17
U55683,buruk,2,2022-07-13T08:15:00,25
U88261,lumayan sih,3,2022-11-03T11:05:00,3
U47514,sering gagal,1,2022-06-14T23:30:00,2
U86455,tampilannya bagus tapi fiturnya kurang,3,2022-10-28T04:35:00,5
U33938,aplikasi terbaik yang pernah saya pakai,4,2022-04-28T20:10:00,6
U29789,puas,4,2022-04-14T10:25:00,13
U15150,tampilannya keren,5,2022-02-22T14:30:00,1
U96508,standar seperti aplikasi lainnya,3,2022-12-02T02:20:00,0
U6449,aplikasi lancar,5,2022-01-23T09:25:00,2
U84060,cukup oke,3,2022-10-19T21:00:00,2
U4841,sangat sempurna,5,2022-01-17T19:25:00,9
U86651,so so,3,2022-10-28T20:55:00,5
U54691,sangat buruk,1,2022-07-09T21:35:00,18
U53708,kurang oke,2,2022-07-06T11:40:00,20
U90931,tidak bagus namun lancar di pake,3,2022-11-12T17:35:00,1
U83442,tampilannya bagus tapi fiturnya kurang,3,2022-10-17T17:30:00,5
U35045,saya sangat puas dengan aplikasi ini,4,2022-05-02T16:25:00,9
U8707,tampilannya mantap,4,2022-01-31T05:35:00,9
U80101,keren tapi lambat,3,2022-10-06T03:05:00,2
U1686,gak ada masalah,5,2022-01-06T20:30:00,11
U72600,sering error,1,2022-09-10T02:00:00,20
U61986,kurang puas,1,2022-08-04T05:30:00,8
U65284,sering macet,2,2022-08-15T16:20:00,0
U6446,lancar sekali,4,2022-01-23T09:10:00,14
U19752,memuaskan sekali,5,2022-03-10T14:00:00,4
U95440,ada kelebihan ada kekurangan,3,2022-11-28T09:20:00,3
U13961,bintang lima untuk aplikasi ini,5,2022-02-18T11:25:00,14
U70111,macet,1,2022-09-01T10:35:00,13
U86129,tidak bagus namun lancar di pake,3,2022-10-27T01:25:00,5
U20832,sangat puas,5,2022-03-14T08:00:00,8
U96475,standar saja,3,2022-12-01T23:35:00,1
U29509,mantap sekali,4,2022-04-13T11:05:00,7
U18350,gak error,5,2022-03-05T17:10:00,12
U23303,mantap,5,2022-03-22T21:55:00,2
U21109,bintang lima untuk aplikasi ini,5,2022-03-15T07:05:00,15
U16900,tidak pernah error sangat lancar,4,2022-02-28T16:20:00,13
U1163,suka,4,2022-01-05T00:55:00,6
U45462,buruk sekali sering macet,2,2022-06-07T20:30:00,13
U65527,kecewa,1,2022-08-16T12:35:00,23
U25732,bintang lima untuk aplikasi ini,4,2022-03-31T08:20:00,3
U36558,aplikasi ini sangat bagus dan mudah digunakan,4,2022-05-07T22:30:00,2
U14445,bagus banget aplikasinya lancar,4,2022-02-20T03:45:00,9
U35842,pelayanan memuaskan,5,2022-05-05T10:50:00,13
U14160,tidak buruk,4,2022-02-19T04:00:00,12
U14888,tampilannya keren,5,2022-02-21T16:40:00,14
U85563,mantap tapi kadang error,3,2022-10-25T02:15:00,0
U15804,gak error,5,2022-02-24T21:00:00,6
U33262,puas banget,4,2022-04-26T11:50:00,2
U51351,pelayanan jelek,2,2022-06-28T07:15:00,24
U60101,pelayanan buruk,1,2022-07-28T16:25:00,16
U95880,aplikasi cukup oke,3,2022-11-29T22:00:00,3
U32497,aplikasi bagus,4,2022-04-23T20:05:00,3
U58145,sangat mengecewakan dan susah dipakai,1,2022-07-21T21:25:00,7
U82338,biasa saja,3,2022-10-13T21:30:00,4
U72467,tolong perbaiki error terus,1,2022-09-09T14:55:00,25
U7427,tidak buruk,4,2022-01-26T18:55:00,4
U9793,aplikasi mantap,4,2022-02-04T00:05:00,7
U96620,keren tapi lambat,3,2022-12-02T11:40:00,0
U98426,fitur lengkap tapi lambat,3,2022-12-08T18:10:00,5
U4446,terbaik,4,2022-01-16T10:30:00,9
U14715,tidak ribet,5,2022-02-21T02:15:00,8
U92901,tidak jelek tapi tidak bagus juga,3,2022-11-19T13:45:00,5
U54201,lambat,2,2022-07-08T04:45:00,7
U76691,sangat susah,1,2022-09-24T06:55:00,17
U76876,aplikasi terburuk yang pernah saya pakai,1,2022-09-24T22:20:00,10
U60115,tampilannya buruk,2,2022-07-28T17:35:00,0
U37777,fitur keren,5,2022-05-12T04:05:00,4
U21390,lancar banget,5,2022-03-16T06:30:00,4
U93571,tidak bagus namun lancar di pake,3,2022-11-21T21:35:00,4
U33355,sangat berguna membantu sekali,4,2022-04-26T19:35:00,13
U67587,payah aplikasinya lemot banget,1,2022-08-23T16:15:00,2
U78728,aplikasi payah,1,2022-10-01T08:40:00,3
U8647,aplikasi memuaskan,5,2022-01-31T00:35:00,7
U3833,aplikasi ini sangat bagus dan mudah digunakan,4,2022-01-14T07:25:00,10
U74180,jelek sekali,1,2022-09-15T13:40:00,8
U75700,jelek banget,1,2022-09-20T20:20:00,11
U60947,buruk sekali sering macet,1,2022-07-31T14:55:00,18
U46886,parah,2,2022-06-12T19:10:00,22
U42784,aplikasi lambat,2,2022-05-29T13:20:00,16
U50820,selalu gagal,2,2022-06-26T11:00:00,15
U44373,parah,1,2022-06-04T01:45:00,0
U70055,aplikasi parah,1,2022-09-01T05:55:00,12
U85255,biasa,3,2022-10-24T00:35:00,1
U66963,lemot,1,2022-08-21T12:15:00,8
U41629,sangat buruk,1,2022-05-25T13:05:00,24
U89159,jelek tapi masih bisa dipakai,3,2022-11-06T13:55:00,1
U8051,luar biasa aplikasinya mantap sekali,4,2022-01-28T22:55:00,4
U58570,error,1,2022-07-23T08:50:00,16
U97385,aplikasi standar,3,2022-12-05T03:25:00,4
U83221,aplikasi ini biasa saja tidak ada yang spesial,3,2022-10-16T23:05:00,1
U8004,memuaskan,4,2022-01-28T19:00:00,13
U77693,kurang memuaskan,2,2022-09-27T18:25:00,2
U23627,gak jelek,5,2022-03-24T00:55:00,8
U84831,biasa saja,3,2022-10-22T13:15:00,1
U9762,sangat berguna membantu sekali,4,2022-02-03T21:30:00,4
U28676,saya sangat puas dengan aplikasi ini,5,2022-04-10T13:40:00,12
U87885,bagus sih tapi kadang error,3,2022-11-02T03:45:00,5
U7283,tidak jelek,4,2022-01-26T06:55:00,3
U70708,tidak bagus,1,2022-09-03T12:20:00,11
U64807,sering gagal,2,2022-08-14T00:35:00,20
U3639,tidak buruk,5,2022-01-13T15:15:00,8
U89857,mudah dipakai tapi sering crash,3,2022-11-09T00:05:00,5
U46516,sangat susah,2,2022-06-11T12:20:00,6
U35439,pelayanan memuaskan,4,2022-05-04T01:15:00,3
U46342,jelek banget aplikasinya error terus,2,2022-06-10T21:50:00,9
U22090,saya sangat puas dengan aplikasi ini,5,2022-03-18T16:50:00,11
U83339,tidak keren tapi lancar,3,2022-10-17T08:55:00,4
U69411,aplikasi terburuk yang pernah saya pakai,1,2022-08-30T00:15:00,0
U62085,aplikasi sampah,2,2022-08-04T13:45:00,25
U72256,jangan download aplikasinya jelek,1,2022-09-08T21:20:00,16
U50530,buruk banget,2,2022-06-25T10:50:00,16
U60438,kurang recommended,2,2022-07-29T20:30:00,9
U85048,tidak bagus namun lancar di pake,3,2022-10-23T07:20:00,3
U39445,sangat keren,5,2022-05-17T23:05:00,4
U79285,parah banget,1,2022-10-03T07:05:00,24
U70069,sangat parah,2,2022-09-01T07:05:00,17
U29843,aplikasi bagus,4,2022-04-14T14:55:00,0
U40111,lambat sekali,2,2022-05-20T06:35:00,0
U54244,sangat susah,2,2022-07-08T08:20:00,12
U87355,standar lah,3,2022-10-31T07:35:00,1
U65283,tolong perbaiki error terus,2,2022-08-15T16:15:00,21
U43952,gak keren,1,2022-06-02T14:40:00,25
U26998,mudah digunakan dan sangat berguna,5,2022-04-04T17:50:00,8
U97526,ya gitu deh,3,2022-12-05T15:10:00,1
U77933,jelek banget,1,2022-09-28T14:25:00,19
U93529,tidak jelek tapi tidak bagus juga,3,2022-11-21T18:05:00,4
U66769,sangat kecewa,2,2022-08-20T20:05:00,24
U92608,tidak keren tapi lancar,3,2022-11-18T13:20:00,5
U47700,sangat buruk,1,2022-06-15T15:00:00,18
U2875,sangat lancar,5,2022-01-10T23:35:00,6
U4832,aplikasi lancar,5,2022-01-17T18:40:00,14
U56385,kurang bagus,2,2022-07-15T18:45:00,16
U14810,tampilannya bagus fiturnya lengkap,5,2022-02-21T10:10:00,14
U19732,hebat sekali,5,2022-03-10T12:20:00,14
U77956,tidak keren,2,2022-09-28T16:20:00,0
U75010,payah banget,2,2022-09-18T10:50:00,0
U33358,rekomendasi banget aplikasinya bagus,5,2022-04-26T19:50:00,12
U98359,bagus sih tapi kadang error,3,2022-12-08T12:35:00,1
U28352,aplikasi terbaik yang pernah saya pakai,4,2022-04-09T10:40:00,11
U2986,sangat suka,4,2022-01-11T08:50:00,2
U32405,top markotop,4,2022-04-23T12:25:00,5
U9970,gak lemot,4,2022-02-04T14:50:00,4
U49997,sangat parah,2,2022-06-23T14:25:00,18
U60602,buruk,2,2022-07-30T10:10:00,23
U14927,tidak buruk,5,2022-02-21T19:55:00,0
U91807,tidak bagus namun lancar di pake,3,2022-11-15T18:35:00,0
U85966,sedang,3,2022-10-26T11:50:00,2
U16269,bagus,5,2022-02-26T11:45:00,3
U84659,aplikasi standar,3,2022-10-21T22:55:00,1
U65464,aplikasi sampah,2,2022-08-16T07:20:00,5
U62392,tidak oke,1,2022-08-05T15:20:00,19
U7197,tanpa masalah,5,2022-01-25T23:45:00,7
U2319,tidak lambat,5,2022-01-09T01:15:00,10
U57697,selalu macet,1,2022-07-20T08:05:00,10
U53485,macet,1,2022-07-05T17:05:00,23
U12049,oke,4,2022-02-11T20:05:00,2
U17954,mantap,4,2022-03-04T08:10:00,13
U78373,kurang bagus,2,2022-09-30T03:05:00,1
U74099,buruk banget,2,2022-09-15T06:55:00,21
U64877,gagal,2,2022-08-14T06:25:00,2
U68567,sangat hancur,2,2022-08-27T01:55:00,1
U6615,aplikasi ini sangat bagus dan mudah digunakan,4,2022-01-23T23:15:00,13
U85012,ada kelebihan ada kekurangan,3,2022-10-23T04:20:00,0
U557,top banget,5,2022-01-02T22:25:00,12
U72100,buruk sekali sering macet,2,2022-09-08T08:20:00,10
U28438,mudah digunakan dan sangat berguna,5,2022-04-09T17:50:00,2
U20283,aplikasi bagus,4,2022-03-12T10:15:00,8
U28258,lancar banget,5,2022-04-09T02:50:00,10
U45952,hancur,2,2022-06-09T13:20:00,4
U64720,kurang mantap,1,2022-08-13T17:20:00,23
U64142,aplikasi payah,1,2022-08-11T17:10:00,9
U13305,aplikasi sempurna,4,2022-02-16T04:45:00,7
